"ID","ID_source","GivenName","MiddleName","FamilyName","Sex","DOB","Race"
546,"2020AB44207","ROBERT","JOSEPH","MORRIS","M","2020-07-07","White"
548,"2017AB08165","CHRISTOPHER","RYAN","CLARK","M","2017-01-31","White"
555,"2016AB55743","ISAAC","THOMAS","ANDERSON","M","2016-07-13","AIAN"
556,"2019AB75315","MASON","CHRISTOPHER","PEREZ","M","2019-12-28","NHOPI"
560,"2016AB92524","BRIAN","DAVID","RAMIREZ","M","2016-03-25","Black"
567,"2020AB35006","WILLIAM","PATRICK","EDWARDS","M","2020-12-10","NHOPI"
568,"2016AB63691","TYLER","JAMES","MILLER","M","2016-05-14","White"
572,"2020AB60191","CHRISTOPHER","MATTHEW","ROSS","M","2020-01-20","Black"
574,"2018AB23878","TIMOTHY","JOHN","WRIGHT","M","2018-11-11","White"
577,"2016AB54850","ALEXANDER","JOSEPH","BROOKS","M","2016-02-12","White"
586,"2019AB34182","ADAM","WILLIAM","HAYES","M","2019-02-03","White"
589,"2020AB52460","STEVEN","JOSEPH","COLLINS","M","2020-07-02","White"
592,"2018AB88518","CHRISTOPHER","JOHN","WATSON","M","2018-08-15","Black"
593,"2016AB99492","RYAN","ALEXANDER","COX","M","2016-11-28","NHOPI"
609,"2018AB22375","BRANDON","ANTHONY","FLORES","M","2018-09-30","Asian"
610,"2017AB55788","DANIEL","PATRICK","CLARK","M","2017-02-20","Asian"
613,"2019AB42679","CHRISTOPHER","WILLIAM","TURNER","M","2019-06-27","White"
615,"2019AB33781","ZACHARY","MATTHEW","COOPER","M","2019-12-13","NHOPI"
616,"2017AB54191","ERIC","JAMES","WARD","M","2017-08-02","Black"
619,"2017AB06563","WILLIAM","ANDREW","REYES","M","2017-06-08","White"
620,"2018AB14122","JACOB","CHRISTOPHER","COLLINS","M","2018-07-04","White"
621,"2017AB24800","MATTHEW","RYAN","COLEMAN","M","2017-03-22","AIAN"
624,"2017AB23215","MICHAEL","STEVEN","SMITH","M","2017-02-01","White"
626,"2019AB17324","CHARLES","JOSEPH","SULLIVAN","M","2019-06-12","Black"
629,"2018AB72842","WILLIAM","JOSEPH","KIM","M","2018-10-24","Black"
630,"2019AB07928","MATTHEW","TYLER","PETERSON","M","2019-07-13","White"
633,"2017AB30193","MICHAEL","TIMOTHY","HENDERSON","M","2017-03-12","White"
635,"2019AB86797","JOSEPH","JONATHAN","COX","M","2019-11-29","White"
637,"2018AB89998","KEVIN","PAUL","BROWN","M","2018-09-09","Black"
638,"2020AB92672","BRANDON","ANTHONY","GREEN","M","2020-07-24","White"
641,"2017AB38803","JUSTIN","PATRICK","WOOD","M","2017-11-12","White"
654,"2016AB65965","NICHOLAS","ANDREW","MILLER","M","2016-07-08","NHOPI"
657,"2018AB73566","JACOB","TIMOTHY","THOMPSON","M","2018-03-16","Black"
660,"2019AB50257","ALEXANDER","DAVID","WRIGHT","M","2019-09-06","Black"
661,"2018AB86743","BENJAMIN","TYLER","HERNANDEZ","M","2018-05-12","White"
666,"2020AB94307","KEVIN","JACOB","WHITE","M","2020-12-28","White"
671,"2018AB15540","KIM","MINJI","PARK","F","2018-10-15","Asian"
676,"2018AB58818","SATORU","KAITO","NAKAMURA","M","2018-03-14","Asian"
680,"2018AB53385","TAO","WEI","ZHANG","M","2018-08-25","Asian"
681,"2019AB33610","SHINICHI","NAKAMURA","ITO","M","2019-02-07","Asian"
690,"2016AB82240","SEUNG-HEE","LEE","KIM","M","2016-09-15","Asian"
692,"2019AB27661","YUKI","SUKI","MATSUDA","F","2019-11-04","Asian"
693,"2016AB70019","JI-SOO","HEE","KIM","F","2016-08-17","Asian"
695,"2018AB96812","ZHANG","JUN","LIU","M","2018-06-27","Asian"
698,"2017AB89847","HANAE","SO","TANAKA","F","2017-11-22","Asian"
707,"2019AB15339","LUCIA","RAQUEL","LOPEZ","F","2019-09-20","AIAN"
709,"2018AB31524","GLORIA","BEATRIZ","ORTIZ","F","2018-08-12","Asian"
717,"2019AB80946","XIMENA","GUADALUPE","GONZALEZ","F","2019-09-30","White"
718,"2018AB92403","LORENA","PATRICIA","PACHECO","F","2018-06-17","Asian"
719,"2020AB38328","ADRIANA","ROSA","RAMIREZ","F","2020-10-21","White"
721,"2016AB58386","ANA","CECILIA","NAVARRO","F","2016-03-31","AIAN"
722,"2019AB66262","ISADORA","RENATA","VELAZQUEZ","F","2019-07-25","Black"
724,"2020AB10410","RAQUEL","SOFIA","CAMACHO","F","2020-02-02","White"
726,"2016AB22816","SOFIA","ESPERANZA","FUENTES","F","2016-06-11","Black"
729,"2019AB74312","ANABEL","LOURDES","AGUILAR","F","2019-03-09","Black"
746,"2017AB16884","ANTONIA","INES","REYES","F","2017-12-16","White"
750,"2019AB06664","CAMILA","JOSEFINA","AGUAYO","F","2019-03-16","Asian"
751,"2020AB33090","DANIELA","GABRIELA","ROMAN","F","2020-10-15","Asian"
753,"2018AB30450","ANDREA","YARETZI","VELASCO","F","2018-07-08","Asian"
754,"2019AB21089","FERNANDA","MARLENE","ESPINOZA","F","2019-01-09","NHOPI"
755,"2017AB28892","GLORIA","XOCHITL","MORENO","F","2017-04-07","AIAN"
756,"2016AB34683","EMILIA","IVONNE","SEPULVEDA","F","2016-12-10","NHOPI"
770,"2017AB71184","SOFIA","RENATA","MARQUEZ","F","2017-05-18","White"
772,"2020AB82421","MARISOL","ESTHER","BARRERA","F","2020-10-16","Black"
773,"2016AB79395","ANABEL","GABRIELA","MIRANDA","F","2016-08-23","White"
774,"2018AB06731","PRISCILA","ANA","VALENZUELA","F","2018-07-31","White"
775,"2017AB06907","GABRIELA","SUSANA","GUERRERO","F","2017-05-08","White"
776,"2017AB09524","LETICIA","ITZEL","VALENCIA","F","2017-11-04","Black"
793,"2019AB33869","ALEJANDRO","JOSE","PEREZ","M","2019-06-27","NHOPI"
796,"2017AB79690","RICARDO","DANIEL","TORRES","M","2017-12-17","NHOPI"
801,"2020AB96380","JOSE","EDUARDO","GONZALEZ","M","2020-04-02","Black"
803,"2018AB77073","FRANCISCO","JAVIER","DIAZ","M","2018-07-22","Black"
804,"2019AB33376","JUAN","PABLO","HERNANDEZ","M","2019-12-14","NHOPI"
805,"2016AB01906","MANUEL","ALEJANDRO","MARTINEZ","M","2016-03-28","Black"
808,"2016AB43861","FERNANDO","ALBERTO","CRUZ","M","2016-08-29","Black"
811,"2018AB47393","RICARDO","ALONSO","HERNANDEZ","M","2018-01-22","NHOPI"
812,"2018AB33697","DANIEL","EDUARDO","CASTRO","M","2018-12-13","White"
813,"2020AB32912","PEDRO","PABLO","RAMIREZ","M","2020-06-06","White"
818,"2018AB20459","ANGEL","LUIS","GONZALEZ","M","2018-08-16","Asian"
819,"2019AB24251","VICTOR","HUGO","ORTIZ","M","2019-06-20","White"
821,"2017AB82078","GABRIEL","EDUARDO","RODRIGUEZ","M","2017-03-01","AIAN"
826,"2019AB61957","GUILLERMO","ANTONIO","RAMOS","M","2019-08-11","Black"
829,"2018AB40414","HECTOR","DAVID","CRUZ","M","2018-07-28","Black"
830,"2019AB60153","RICARDO","JOSE","RODRIGUEZ","M","2019-12-21","White"
832,"2020AB29414","JUAN","ANTONIO","FLORES","M","2020-11-26","AIAN"
834,"2016AB06070","LUIS","ENRIQUE","GONZALEZ","M","2016-08-04","White"
837,"2018AB37638","JAVIER","ARTURO","RAMIREZ","M","2018-01-17","Black"
838,"2018AB23087","ROBERTO","ANTONIO","HERNANDEZ","M","2018-12-06","White"
844,"2018AB56618","JUAN","CARLOS","CHAVEZ","M","2018-08-25","AIAN"
849,"2016AB82862","JORGE","ANTONIO","TORRES","M","2016-02-23","Black"
851,"2017AB06241","MIGUEL","ANGEL","SANCHEZ","M","2017-06-13","Asian"
852,"2019AB67279","CARLOS","ENRIQUE","RIVERA","M","2019-03-14","White"
853,"2018AB68305","JOSE","DANIEL","MARTINEZ","M","2018-10-18","Asian"
862,"2019AB62748","ANDRES","EDUARDO","ORTIZ","M","2019-06-28","White"
863,"2017AB55090","LUIS","ENRIQUE","GONZALEZ","M","2017-11-21","Asian"
866,"2019AB43279","JAVIER","ARTURO","RAMIREZ","M","2019-03-09","White"
869,"2018AB42064","RICARDO","GABRIEL","ORTIZ","M","2018-05-05","White"
873,"2019AB90189","JUAN","CARLOS","CHAVEZ","M","2019-02-18","White"
876,"2017AB52375","ANGEL","LUIS","GONZALEZ","M","2017-08-30","Black"
879,"2019AB68082","GABRIEL","EDUARDO","RODRIGUEZ","M","2019-03-24","NHOPI"
880,"2017AB74668","MIGUEL","ANGEL","SANCHEZ","M","2017-05-12","Asian"
886,"2017AB43883","JOSE","RAMON","ALVAREZ","M","2017-02-21","White"
888,"2017AB03757","RANA","MARIAM","AL-SAUD","F","2017-08-24","White"
891,"2017AB61307","ZAHRA","AMIRA","AL-MASRI","F","2017-04-19","White"
896,"2017AB95639","RASHA","NOOR","AL-MAHMOUD","F","2017-06-11","Black"
902,"2016AB83250","SANAA","SAIDA","AL-MOUSA","F","2016-10-12","White"
906,"2020AB64653","SALMA","AISHA","AL-ABADI","F","2020-11-26","Black"
908,"2016AB45995","AHMED","NASSER","AL-ABDULLAH","M","2016-09-14","White"
910,"2019AB01388","HASSAN","MAHMOUD","AL-MALIK","M","2019-04-24","White"
911,"2017AB44302","KARIM","SAMIR","AL-MASRI","M","2017-12-17","AIAN"
919,"2018AB10583","NIZAR","TAWFIQ","AL-MANSOUR","M","2018-12-30","White"
920,"2017AB13218","ADNAN","RAED","AL-HASHIMI","M","2017-01-25","Black"
922,"2018AB12037","ZAID","OMAR","AL-ATTAR","M","2018-06-27","White"
932,"2019AB28091","EMMA","LOUISE","KIM","F","2019-08-09","AIAN"
933,"2017AB50463","CHARLOTTE","ANNE","SMITH","F","2017-02-08","White"
937,"2018AB55717","EVELYN","PAIGE","BROWN","F","2018-07-19","Black"
948,"2018AB12065","NATALIE","ROSE","NGUYEN","F","2018-09-09","White"
950,"2020AB56217","GRACE","ELIZABETH","MARTINEZ","F","2020-11-05","Asian"
952,"2018AB29229","HARPER","MARIE","TURNER","F","2018-12-10","White"
955,"2016AB52944","HAZEL","OLIVIA","WHITE","F","2016-10-28","AIAN"
956,"2018AB53345","LAYLA","ROSE","JACKSON","F","2018-06-30","NHOPI"
967,"2017AB12128","ALEXANDER","JAMES","JOHNSON","M","2017-05-22","NHOPI"
968,"2018AB96265","BENJAMIN","THOMAS","LEE","M","2018-10-28","White"
972,"2020AB59712","MATTHEW","DAVID","GARCIA","M","2020-08-20","Black"
973,"2017AB39680","CHRISTOPHER","JOHN","MARTINEZ","M","2017-02-19","White"
975,"2016AB87259","NOAH","SAMUEL","CLARK","M","2016-03-01","White"
976,"2020AB60006","NICHOLAS","ALEXANDER","NGUYEN","M","2020-10-12","Black"
978,"2017AB98267","ISAAC","BENJAMIN","SMITH","M","2017-01-29","AIAN"
982,"2017AB09924","OWEN","CHRISTOPHER","TURNER","M","2017-12-16","White"
983,"2020AB99948","CALEB","JOSHUA","WHITE","M","2020-05-18","White"
990,"2020AB63169","ANDREW","MATTHEW","GARCIA","M","2020-11-26","White"
995,"2016AB72362","JAMES","THOMAS","ANDERSON","M","2016-10-15","White"
996,"2018AB68859","JOSEPH","MATTHEW","PEREZ","M","2018-06-17","NHOPI"
999,"2019AB05749","DAVID","PAUL","KIM","M","2019-04-09","White"
